ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT ( lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY ( cm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.9123,-8.4926,1.2749,1.0368,-9.6932,1.0664,0.8755,1.2006,0.2084,0.2114,-0.8088,0.4349,342.0,-85.7,35.2,64.8,94.21,81.28,-44.19,,59.974,,,,NaN,,,,0 / 0,1061,2014-12-14 04:29:16:286
2.1673,-8.3357,1.9613,1.1981,-9.669,1.1158,0.9691,1.3334,0.8455,-0.0819,-0.6463,0.3115,342.0,-83.1,35.2,63.4,96.51,80.39,-47.04,,59.974,,,,NaN,,,,0 / 0,1111,2014-12-14 04:29:16:336
1.7652,-8.3749,2.1673,1.2345,-9.6638,1.121,0.5307,1.289,1.0463,-0.1588,-0.5412,0.3189,342.0,-82.2,34.7,63.9,96.51,80.39,-47.04,,47.005,,,,NaN,,,,0 / 0,1160,2014-12-14 04:29:16:385
1.3729,-8.7377,2.638,1.2067,-9.66,1.1823,0.1663,0.9223,1.4557,-0.507,-0.5241,0.3897,561.0,-80.5,33.9,64.3,93.55,80.08,-45.58,,47.005,,,,NaN,,,,0 / 0,1210,2014-12-14 04:29:16:435
1.5004,-8.7475,3.5696,1.236,-9.6536,1.2044,0.2644,0.9061,2.3652,-0.5889,-0.0501,0.0391,561.0,-78.7,33.0,65.8,92.54,79.86,-45.74,,47.005,,,,NaN,,,,0 / 0,1261,2014-12-14 04:29:16:486
1.6377,-8.3357,3.5304,1.2563,-9.6481,1.2275,0.3814,1.3124,2.3029,-0.6365,0.0257,-0.0024,561.0,-78.7,32.6,65.8,92.54,79.86,-45.74,,47.005,,,,NaN,,,,0 / 0,1310,2014-12-14 04:29:16:535
2.1182,-12.0818,-4.4326,1.6089,-9.6145,1.0693,0.5094,-2.4673,-5.5019,-0.7721,1.1729,0.0208,561.0,-81.4,30.8,68.2,102.84,78.64,-56.39,,47.005,,,,NaN,,,,0 / 0,1362,2014-12-14 04:29:16:587
1.52,-7.2373,-4.5503,1.5416,-9.6622,0.6605,-0.0216,2.4249,-5.2108,-0.9517,2.1026,0.2773,561.0,-82.2,30.4,69.7,102.84,78.64,-56.39,,47.005,,,,NaN,,,,0 / 0,1411,2014-12-14 04:29:16:636
-4.1776,-10.7187,-7.1,2.1188,-9.5042,-1.1628,-6.2965,-1.2145,-5.9373,-1.9328,0.4997,0.2211,561.0,-84.0,27.3,74.6,165.74,75.73,-118.76,,47.005,,,,NaN,,,,0 / 0,1461,2014-12-14 04:29:16:686
2.128,-9.7282,-0.5296,0.8881,-9.5556,-2.0179,1.2399,-0.1726,1.4884,-0.6267,-0.3567,-0.0757,202.0,-86.1,24.7,77.5,165.74,75.73,-118.76,,47.005,,,,NaN,,,,0 / 0,1511,2014-12-14 04:29:16:736
0.8532,-9.5811,-3.2166,1.0923,-9.5121,-2.1207,-0.2392,-0.069,-1.0959,-0.6805,0.832,-0.0904,202.0,-86.6,23.4,79.0,202.14,75.92,-152.75,,47.005,,,,NaN,,,,0 / 0,1561,2014-12-14 04:29:16:786
0.353,-10.2774,-2.5595,1.2624,-9.3575,-2.6485,-0.9093,-0.9199,0.089,-0.5791,0.606,-0.226,202.0,-89.6,21.7,81.9,204.47,72.59,-154.52,,63.651,,,,NaN,,,,0 / 0,1610,2014-12-14 04:29:16:835
0.049,-9.5125,-3.2264,1.2982,-9.2849,-2.8768,-1.2492,-0.2276,-0.3496,-0.6585,0.6121,-0.3018,202.0,-90.9,20.4,82.9,204.47,72.59,-154.52,,63.651,,,,NaN,,,,0 / 0,1661,2014-12-14 04:29:16:886
0.1177,-9.4438,-2.9126,1.3166,-9.2337,-3.0292,-1.1989,-0.2101,0.1166,-0.7196,0.7062,-0.3238,98.0,-92.2,19.1,82.4,207.58,70.32,-156.51,,63.651,,,,NaN,,,,0 / 0,1711,2014-12-14 04:29:16:936
0.863,-10.3754,-2.1967,1.5294,-9.1068,-3.301,-0.6665,-1.2686,1.1044,-0.6023,1.0458,-0.3067,98.0,-95.3,16.9,84.3,207.58,70.32,-156.51,,63.651,,,,NaN,,,,0 / 0,1760,2014-12-14 04:29:16:985
0.7355,-10.3558,-1.9319,1.5771,-9.0978,-3.3035,-0.8416,-1.258,1.3716,-0.573,1.0886,-0.3189,98.0,-95.7,16.5,85.3,205.86,68.08,-154.48,,63.651,,,,NaN,,,,0 / 0,1810,2014-12-14 04:29:17:035
-0.8924,-10.65,-0.8728,1.7033,-9.1571,-3.0687,-2.5957,-1.4929,2.1959,-0.1295,0.5791,-0.507,98.0,-100.0,13.9,85.3,202.83,69.03,-150.97,,63.651,,,,NaN,,,,0 / 0,1860,2014-12-14 04:29:17:085
0.6963,-14.1216,2.1771,1.6512,-9.4258,-2.1442,-2.5066,-1.3263,2.403,0.0098,0.5046,-0.4716,51.0,-100.0,13.4,84.8,202.83,69.03,-150.97,,63.651,,,,NaN,,,,0 / 0,1911,2014-12-14 04:29:17:136
1.2258,-12.7781,2.7262,1.646,-9.5912,-1.2125,-0.4202,-3.1869,3.9388,1.6225,0.9187,-0.2712,51.0,-102.2,13.4,80.4,185.13,76.54,-132.98,,63.651,,,,NaN,,,,0 / 0,1960,2014-12-14 04:29:17:185
1.9417,-10.7971,-1.6966,1.3459,-9.7035,0.4486,0.5958,-1.0936,-2.1452,2.9273,0.92,0.5877,51.0,-103.1,15.2,76.5,185.13,76.54,-132.98,,63.651,,,,NaN,,,,0 / 0,2010,2014-12-14 04:29:17:235
-0.814,-11.5522,-6.4135,1.0588,-9.734,0.5458,-1.8728,-1.8182,-6.9593,1.3696,-0.6475,1.0666,51.0,-100.5,16.5,71.2,115.47,82.09,-62.06,,63.651,,,,NaN,,,,0 / 0,2061,2014-12-14 04:29:17:286
3.0891,-10.1793,-1.422,0.4679,-9.7849,0.4549,1.7876,-1.63,-2.6909,1.6982,-1.0886,1.3207,51.0,-97.9,16.5,70.2,115.47,82.09,-62.06,,63.651,,,,NaN,,,,0 / 0,2110,2014-12-14 04:29:17:335
3.4912,-7.4727,-2.1673,0.5,-9.7472,0.9555,2.9912,2.2745,-3.1228,1.2462,-1.5443,0.9847,51.0,-90.0,18.2,63.4,84.07,85.91,-30.47,,55.69,,,,NaN,,,,0 / 0,2160,2014-12-14 04:29:17:385
2.3634,-7.0902,-1.9025,0.6279,-9.7467,0.8821,2.1398,2.6154,-2.5943,0.887,-1.5308,0.8882,327.0,-87.0,18.2,62.9,80.72,83.69,-27.62,,55.69,,,,NaN,,,,0 / 0,2211,2014-12-14 04:29:17:436
2.1869,-7.1981,-2.0594,0.6924,-9.755,0.7284,1.4944,2.5569,-2.7878,0.6206,-1.4587,0.7025,327.0,-85.7,18.2,61.9,80.72,83.69,-27.62,,55.69,,,,NaN,,,,0 / 0,2260,2014-12-14 04:29:17:485
2.2163,-7.7767,-1.7652,0.7607,-9.7673,0.4366,1.4556,1.9907,-2.2018,0.1344,-1.2572,0.5351,327.0,-83.5,17.8,62.4,112.48,84.87,-60.15,,55.69,,,,NaN,,,,0 / 0,2310,2014-12-14 04:29:17:535
1.8633,-8.5808,1.9809,0.903,-9.7635,-0.171,0.9603,1.1827,2.1519,-0.7257,-0.7782,0.1344,327.0,-81.4,16.9,62.9,152.33,84.62,-100.72,,55.69,,,,NaN,,,,0 / 0,2361,2014-12-14 04:29:17:586
3.1479,-9.1104,4.7955,1.2057,-9.7311,-0.1504,1.9423,0.6207,4.9458,-0.9114,-0.248,-0.2199,327.0,-80.9,14.7,65.8,152.33,84.62,-100.72,,55.69,,,,NaN,,,,0 / 0,2411,2014-12-14 04:29:17:636
1.6279,-10.9736,3.6383,1.7269,-9.6481,0.3213,-0.099,-1.3256,3.317,-0.507,-1.0189,-0.1613,702.0,-80.9,13.9,68.7,127.5,79.68,-79.46,,55.69,,,,NaN,,,,0 / 0,2460,2014-12-14 04:29:17:685
2.9714,-12.6604,-4.8543,1.9892,-9.5875,0.5421,0.9823,-3.0729,-5.3964,-0.5412,0.2382,-0.1234,702.0,-82.7,13.4,73.1,127.5,79.68,-79.46,,55.69,,,,NaN,,,,0 / 0,2510,2014-12-14 04:29:17:735
1.5691,-4.6385,-2.3732,2.0285,-9.5651,-0.7512,0.2626,2.8057,-7.3765,-1.4905,1.8534,0.1967,702.0,-84.0,12.6,74.1,134.14,78.55,-87.06,,55.69,,,,NaN,,,,0 / 0,2565,2014-12-14 04:29:17:790
-1.3925,-6.8254,-6.139,2.2353,-9.4541,-1.3395,-3.6279,2.6287,-4.7995,-1.3011,-0.1784,-0.6023,702.0,-87.4,9.9,80.4,167.62,74.59,-120.93,,55.69,,,,NaN,,,,0 / 0,2610,2014-12-14 04:29:17:835
-4.8151,-11.9641,-7.4923,2.1349,-9.3581,-2.0096,-6.95,-2.606,-5.4827,-1.7446,0.3054,-0.0489,313.0,-87.9,8.2,81.9,167.62,74.59,-120.93,,62.449,,,,NaN,,,,0 / 0,2660,2014-12-14 04:29:17:885
3.5304,-10.0714,-0.9414,1.9228,-9.3413,-2.2831,1.6076,-0.7301,1.3417,-0.887,0.1552,0.0623,313.0,-89.6,5.6,84.8,186.96,72.28,-139.9,,62.449,,,,NaN,,,,0 / 0,2710,2014-12-14 04:29:17:935
3.5304,-10.0714,-0.9414,1.9228,-9.3413,-2.2831,1.6076,-0.7301,1.3417,-0.887,0.1552,0.0623,313.0,-89.6,5.6,84.8,186.96,72.28,-139.9,,62.449,,,,NaN,,,,0 / 0,2760,2014-12-14 04:29:17:985
0.608,-10.4539,-2.9224,1.8373,-9.298,-2.5183,2.6462,-0.7283,1.0768,-0.942,1.4795,-0.1552,313.0,-90.0,5.2,86.3,186.59,72.28,-139.9,,62.449,,,,NaN,,,,0 / 0,2810,2014-12-14 04:29:18:035
0.2059,-9.2575,-3.0989,1.8574,-9.1389,-3.0332,-1.6515,-0.1186,-0.0657,-0.7208,0.6976,-0.391,132.0,-98.3,-0.5,91.2,196.72,68.73,-148.52,,62.449,,,,NaN,,,,0 / 0,2860,2014-12-14 04:29:18:085
0.3825,-9.2379,-2.1182,2.0103,-9.015,-3.2954,-1.5992,-0.1647,0.1073,-0.7391,0.9517,-0.4545,132.0,-100.5,-1.4,93.1,196.72,68.73,-148.52,,62.449,,,,NaN,,,,0 / 0,2910,2014-12-14 04:29:18:135
-0.0294,-10.3656,-0.4217,2.0951,-9.0044,-3.2714,-2.1245,-1.3612,2.8497,-0.661,1.3549,-0.4129,132.0,-106.6,-4.0,94.1,197.71,66.82,-148.62,,62.449,,,,NaN,,,,0 / 0,2960,2014-12-14 04:29:18:185
-0.559,-10.8658,0.1471,2.1368,-9.0244,-3.1882,-3.6246,-2.4251,3.8733,-0.6133,1.2071,-0.4386,132.0,-108.3,-5.3,94.6,195.83,66.96,-146.17,,62.449,,,,NaN,,,,0 / 0,3011,2014-12-14 04:29:18:236
-1.6181,-11.5718,1.7162,1.9812,-9.2138,-2.7113,-2.7254,-3.1567,4.6152,0.0929,0.6145,-0.5034,64.0,-111.3,-4.8,94.6,195.83,66.96,-146.17,,62.449,,,,NaN,,,,0 / 0,3061,2014-12-14 04:29:18:286
1.3729,-12.3564,1.4906,1.2055,-9.7323,-0.0147,0.1674,-2.6241,1.5053,3.0006,0.551,1.0324,64.0,-115.3,4.3,89.2,182.35,76.74,-131.75,,57.883,,,,NaN,,,,0 / 0,3111,2014-12-14 04:29:18:336
1.3729,-12.3564,1.4906,1.2055,-9.7323,-0.0147,0.1674,-2.6241,1.5053,3.0006,0.551,1.0324,64.0,-115.3,4.3,89.2,182.35,76.74,-131.75,,57.883,,,,NaN,,,,0 / 0,3160,2014-12-14 04:29:18:385
1.2651,-11.9347,-4.0207,0.695,-9.7454,0.8448,0.57,-2.1893,-4.8656,2.1136,-0.4142,1.1606,64.0,-110.5,16.5,81.9,95.83,82.61,-43.74,,57.883,,,,NaN,,,,0 / 0,3211,2014-12-14 04:29:18:436
2.6282,-8.6397,-0.6374,0.4143,-9.7227,1.2119,1.9896,1.0704,-2.3549,1.675,-0.8992,1.2523,209.0,-106.6,22.6,75.6,72.37,82.5,-18.87,,57.883,,,,NaN,,,,0 / 0,3261,2014-12-14 04:29:18:486
1.5789,-7.8355,-2.3732,0.3174,-9.6892,1.4794,1.4184,2.1087,-4.4116,1.5601,-0.992,1.2364,209.0,-100.5,26.5,69.7,65.58,81.12,-12.11,,57.883,,,,NaN,,,,0 / 0,3311,2014-12-14 04:29:18:536
1.5789,-7.8355,-2.3732,0.3174,-9.6892,1.4794,1.4184,2.1087,-4.4116,1.5601,-0.992,1.2364,209.0,-100.5,26.5,69.7,65.58,81.12,-12.11,,57.883,,,,NaN,,,,0 / 0,3360,2014-12-14 04:29:18:585
2.5693,-4.5013,-2.5399,0.4104,-9.7258,1.1878,2.1589,5.2245,-3.7277,1.2046,-2.0672,0.7636,209.0,-99.2,26.9,68.7,66.61,81.46,-13.01,,57.883,,,,NaN,,,,0 / 0,3411,2014-12-14 04:29:18:636
2.432,-5.276,-1.4122,0.6128,-9.7522,0.8306,1.8192,4.4762,-2.2427,-0.1026,-0.5925,0.4227,209.0,-96.1,28.6,65.8,90.4,83.96,-36.42,,57.883,,,,NaN,,,,0 / 0,3460,2014-12-14 04:29:18:685
1.0395,-8.777,1.4514,0.8443,-9.7688,0.165,0.1952,0.9919,1.2864,-1.0153,-0.5828,0.259,209.0,-94.0,27.8,69.2,90.4,83.96,-36.42,,57.883,,,,NaN,,,,0 / 0,3510,2014-12-14 04:29:18:735
2.942,-10.2774,5.835,1.3532,-9.709,0.2747,1.5888,-0.5684,5.5602,-0.7367,-0.7135,-0.2786,794.0,-94.4,25.6,73.1,141.35,84.83,-88.88,,57.883,,,,NaN,,,,0 / 0,3561,2014-12-14 04:29:18:786
2.8047,-10.8854,2.4222,1.8115,-9.5976,0.88,0.9932,-1.2878,1.5423,-0.3091,-0.088,-0.3775,794.0,-94.4,25.2,72.6,113.49,78.15,-64.09,,57.883,,,,NaN,,,,0 / 0,3611,2014-12-14 04:29:18:836
2.0594,-18.7895,0.8728,2.1421,-9.5227,0.9488,-0.0827,-9.2669,-0.076,0.1356,-0.584,-0.8503,794.0,-95.3,24.7,74.6,113.49,78.15,-64.09,,57.883,,,,NaN,,,,0 / 0,3660,2014-12-14 04:29:18:885
1.6671,-3.1185,-4.8641,2.0136,-9.5953,-0.2164,-0.3464,6.4768,-4.6477,-0.9444,-0.2847,-0.4801,794.0,-99.6,21.7,76.5,146.83,78.08,-96.13,,62.1,,,,NaN,,,,0 / 0,3710,2014-12-14 04:29:18:935
-2.3144,-6.237,-5.7369,2.3101,-9.4286,-1.3913,-4.6245,3.1915,-4.3456,-1.4245,-0.2627,-0.0415,794.0,-99.6,20.8,77.5,146.83,78.08,-96.13,,62.1,,,,NaN,,,,0 / 0,3760,2014-12-14 04:29:18:985
3.2754,-10.2381,0.4315,1.3484,-9.3389,-2.6717,1.927,-0.8993,3.1032,-0.9139,1.0006,-0.1405,794.0,-102.7,18.2,81.4,185.05,72.71,-133.25,,62.1,,,,NaN,,,,0 / 0,3811,2014-12-14 04:29:19:036
1.7848,-9.5223,-2.8341,1.6023,-9.2901,-2.7012,2.6734,-0.3498,1.9755,-1.0666,-0.1112,-0.5718,794.0,-102.7,18.2,81.4,185.05,72.71,-133.25,,62.1,,,,NaN,,,,0 / 0,3860,2014-12-14 04:29:19:085
0.4609,-9.6988,-3.5794,1.8929,-9.2167,-2.7641,-1.432,-0.4821,-0.8153,-0.9517,1.1643,-0.3201,332.0,-103.5,15.2,83.9,198.11,70.02,-145.6,,62.1,,,,NaN,,,,0 / 0,3910,2014-12-14 04:29:19:135
0.1863,-10.395,-2.0986,1.8643,-9.0352,-3.3257,-1.678,-1.3599,1.2271,-0.7453,0.6341,-0.4728,332.0,-109.2,10.4,88.2,204.18,67.12,-150.73,,62.1,,,,NaN,,,,0 / 0,3960,2014-12-14 04:29:19:185
0.2942,-10.4833,-1.7064,1.903,-9.0173,-3.3521,-1.4519,-1.3385,2.3812,-0.6829,0.9139,-0.4044,332.0,-110.5,8.6,89.7,204.18,67.12,-150.73,,62.1,,,,NaN,,,,0 / 0,4011,2014-12-14 04:29:19:236
-0.6178,-10.4049,0.0883,2.0578,-9.0886,-3.0551,-2.6756,-1.3163,3.1434,-0.3763,0.7685,-0.6084,170.0,-113.1,7.3,89.2,199.5,67.94,-146.04,,62.1,,,,NaN,,,,0 / 0,4060,2014-12-14 04:29:19:285
-0.4805,-10.6108,2.0692,1.9271,-9.3258,-2.3421,-2.4076,-1.285,4.4113,0.4838,0.3995,-0.5363,170.0,-116.1,6.9,88.7,199.5,67.94,-146.04,,62.1,,,,NaN,,,,0 / 0,4111,2014-12-14 04:29:19:336
-0.2059,-11.5326,2.5007,1.8766,-9.4891,-1.614,-2.4076,-1.285,4.4113,0.7037,0.5559,-0.5437,170.0,-116.1,6.9,88.7,199.5,67.94,-146.04,,64.721,,,,NaN,,,,0 / 0,4162,2014-12-14 04:29:19:387
0.1275,-12.0916,2.03,1.5891,-9.6651,-0.4814,-1.4616,-2.4265,2.5113,2.7904,0.4386,0.8515,170.0,-118.7,12.6,84.3,161.1,80.25,-106.85,,64.721,,,,NaN,,,,0 / 0,4211,2014-12-14 04:29:19:436
6.8352,-13.7783,-5.8055,1.0013,-9.7224,0.8012,5.834,-4.0559,-6.6068,1.3989,-0.7599,1.2327,170.0,-114.8,20.4,77.5,106.01,82.49,-51.33,,64.721,,,,NaN,,,,0 / 0,4261,2014-12-14 04:29:19:486
0.6178,-11.9641,-3.0106,0.8555,-9.7509,0.598,-0.2377,-2.2132,-3.6087,1.7776,-0.6756,1.2669,170.0,-109.6,24.7,71.7,110.64,83.89,-55.04,,64.721,,,,NaN,,,,0 / 0,4322,2014-12-14 04:29:19:547
2.7066,-8.0022,-0.5786,0.4358,-9.7623,0.8232,2.2708,1.7601,-1.4018,1.6225,-0.9725,1.2168,170.0,-106.6,28.2,66.8,84.66,84.55,-27.9,,64.721,,,,NaN,,,,0 / 0,4360,2014-12-14 04:29:19:585
2.7066,-8.0022,-0.5786,0.4358,-9.7623,0.8232,2.2708,1.7601,-1.4018,1.6225,-0.9725,1.2168,170.0,-106.6,28.2,66.8,84.66,84.55,-27.9,,64.721,,,,NaN,,,,0 / 0,4410,2014-12-14 04:29:19:635
2.2261,-7.4138,-1.726,0.3575,-9.7425,1.0617,1.8687,2.3286,-2.7876,1.3085,-1.2181,1.1729,547.0,-103.5,29.9,64.3,75.27,83.44,-18.61,,64.721,,,,NaN,,,,0 / 0,4460,2014-12-14 04:29:19:685
0.9218,-6.3253,-2.5497,0.3457,-9.7379,1.1062,0.5761,3.4126,-3.6559,1.003,-2.4202,0.6658,547.0,-99.2,31.7,60.9,74.02,83.21,-17.35,,64.721,,,,NaN,,,,0 / 0,4511,2014-12-14 04:29:19:736
1.7946,-5.2956,-2.3732,0.3528,-9.756,0.9308,1.1116,4.2086,-3.4445,0.7257,-2.3848,0.4362,547.0,-97.4,31.7,59.0,74.3,83.21,-17.35,,64.721,,,,NaN,,,,0 / 0,4561,2014-12-14 04:29:19:786
1.7848,-9.2967,3.3539,0.5028,-9.7938,0.0019,1.282,0.497,3.352,-0.8858,0.1735,0.3592,547.0,-92.2,31.3,59.9,103.38,86.05,-46.04,,64.721,,,,NaN,,,,0 / 0,4611,2014-12-14 04:29:19:836
2.4517,-10.65,3.6775,1.0188,-9.7427,0.4605,1.804,-0.6281,3.9052,-0.7257,-1.2144,0.0611,1462.0,-91.4,30.4,60.9,124.17,84.84,-69.29,,64.721,,,,NaN,,,,0 / 0,4660,2014-12-14 04:29:19:885
1.9613,-9.7478,3.0793,1.2711,-9.7057,0.5951,0.6902,-0.0421,2.4842,-0.4826,-1.0959,-0.1063,1462.0,-90.9,29.1,61.9,118.48,81.77,-64.91,,61.423,,,,NaN,,,,0 / 0,4710,2014-12-14 04:29:19:935
2.1575,-8.8162,1.5396,1.4073,-9.6832,0.6522,0.7502,0.867,0.8875,-0.6377,0.3091,-0.3091,1462.0,-91.4,28.6,61.9,118.48,81.77,-64.91,,61.423,,,,NaN,,,,0 / 0,4760,2014-12-14 04:29:19:985
1.5004,-5.4427,-3.1479,1.8893,-9.6034,-0.6127,-0.3888,4.1607,-2.5352,-1.2608,1.7776,0.0525,1462.0,-94.8,26.5,64.3,125.71,79.47,-72.16,,61.423,,,,NaN,,,,0 / 0,4810,2014-12-14 04:29:20:035
